"","a1","a2","a3","a4","a5","c1","c2","c3","c4","c5","e1","e2","e3","e4","e5","n1","n2","n3","n4","n5","o1","o2","o3","o4","o5","gender","education","age","id","genderf","educationf","nmiss","retain","agreeableness","conscientiousness","extraversion","neuroticism","openness","perc_agreeableness","perc_conscientiousness","perc_extraversion","perc_neuroticism","perc_openness"
"1979",1,6,6,5,6,5,4,4,3,2,6,4,5,6,5,4,4,2,3,1,4,6,3,3,6,2,3,33,65844,"female","some college",0,TRUE,5.8,4.4,4,2.8,2.4,92.2,52.1,41.9,41.3,0.5
"1980",2,5,6,6,5,6,6,6,2,1,4,1,5,5,6,5,4,3,3,4,6,2,5,6,5,1,3,36,65847,"male","some college",0,TRUE,5.4,5.8,5,3.8,4.8,78.1,96.4,76.9,69.1,57.7
"1981",2,4,4,6,4,4,5,4,3,2,5,6,1,2,5,3,2,2,4,6,5,5,1,6,3,2,3,41,65848,"female","some college",0,TRUE,4.6,4.4,2.2,3.4,3.6,42.2,52.1,5,58.2,12.1
"1982",1,5,4,6,4,5,,4,2,4,2,2,4,5,6,5,5,2,2,2,4,1,5,5,2,2,5,51,65849,"female","graduate degree",1,TRUE,5,4.4,5,3.2,5,60.3,52.1,76.9,53.1,66.4
"1983",1,4,4,5,4,4,4,4,2,5,2,5,2,3,,2,4,1,2,2,1,3,1,5,2,2,3,35,65851,"female","some college",1,TRUE,4.6,3.8,3.4,2.2,3.2,42.2,30.7,23.1,24.1,4.9
"1984",5,5,6,5,6,6,5,5,1,3,1,1,6,6,6,2,4,2,2,1,6,1,5,5,2,2,2,25,65852,"female","finished HS",0,TRUE,4.8,5.2,6,2.2,5.4,50.9,82.5,98.8,24.1,82.2
"1985",3,5,5,6,6,4,5,5,2,4,1,2,4,6,5,3,3,3,3,3,3,6,4,4,3,2,2,23,65856,"female","finished HS",0,TRUE,5.2,4.4,5.2,3,3.2,69.3,52.1,83.3,47.5,4.9
"1986",4,4,2,6,4,,5,2,5,6,5,6,4,5,3,6,6,6,5,6,6,6,4,6,4,2,3,29,65857,"female","some college",1,TRUE,3.8,3,3,5.8,4,16,9.9,15.1,98.5,23.7
"1987",1,5,4,6,4,4,3,4,3,4,1,4,5,6,5,4,4,4,5,6,4,4,6,5,3,2,3,32,65862,"female","some college",0,TRUE,5,3.6,5,4.6,4.4,60.3,24.2,76.9,87.5,39.5
"1988",4,4,4,6,1,5,5,5,4,2,4,3,4,5,2,5,6,4,4,3,4,6,3,5,4,1,3,26,65863,"male","some college",0,TRUE,3.6,4.6,3.6,4.4,3.2,12.6,60.3,28.5,83.8,4.9
"1989",1,6,6,6,1,6,5,6,1,1,5,1,4,5,5,1,1,1,1,,6,1,3,4,1,2,3,26,65864,"female","some college",1,TRUE,5,5.8,4.4,1.4,5,60.3,96.4,55.8,6.4,66.4
"1990",5,6,6,6,6,4,4,4,4,5,2,3,4,6,5,4,3,2,2,2,5,4,4,6,4,2,3,27,65865,"female","some college",0,TRUE,5.2,3.4,4.8,2.6,4.2,69.3,18.6,69.8,35.3,31.3
"1991",2,5,5,4,6,5,4,5,2,4,5,3,4,5,3,2,4,2,2,1,4,1,3,4,2,2,4,24,65870,"female","college graduate",0,TRUE,5,4.4,3.6,2.2,4.4,60.3,52.1,28.5,24.1,39.5
"1992",2,6,6,6,5,4,4,5,3,5,5,2,4,4,5,2,4,3,5,5,4,6,4,4,3,2,3,43,65874,"female","some college",0,TRUE,5.6,3.8,4,3.8,3.4,86,30.7,41.9,69.1,8
"1993",1,5,6,6,6,2,5,6,1,1,3,2,3,6,6,2,4,2,3,3,5,2,3,2,3,2,3,41,65876,"female","some college",0,TRUE,5.8,5,4.8,2.8,3.8,92.2,75.8,69.8,41.3,17.3
"1994",1,6,5,4,4,6,2,4,1,2,4,5,3,4,6,5,5,6,5,6,5,2,3,5,4,2,3,31,65879,"female","some college",0,TRUE,5,4.6,3.6,5.4,4.2,60.3,60.3,28.5,96.4,31.3
"1995",3,2,4,6,5,5,4,5,1,2,1,2,4,6,4,4,5,2,2,4,5,2,4,5,2,1,3,39,65880,"male","some college",0,TRUE,4.2,5,5,3.4,4.8,27.6,75.8,76.9,58.2,57.7
"1996",1,6,6,6,4,4,5,5,4,5,6,4,4,4,5,2,4,4,4,2,4,4,4,6,3,2,3,40,65883,"female","some college",0,TRUE,5.6,3.8,3.4,3.2,4.2,86,30.7,23.1,53.1,31.3
"1997",3,4,5,6,5,5,5,5,1,1,6,4,4,4,4,4,1,2,2,2,4,3,3,2,2,2,3,26,65886,"female","some college",0,TRUE,4.8,5.4,3.2,2.2,3.6,50.9,88.2,18.9,24.1,12.1
"1998",5,1,6,5,5,5,1,5,1,4,4,1,5,6,5,1,1,1,1,1,5,1,6,1,1,2,3,40,65888,"female","some college",0,TRUE,3.8,4,5,1,4.8,16,37.5,76.9,1.5,57.7
"1999",1,5,5,5,5,5,4,5,2,1,1,5,4,5,4,1,4,2,1,1,5,3,4,5,2,2,2,26,65890,"female","finished HS",0,TRUE,5.2,5,4.2,1.8,4.6,69.3,75.8,48.9,13.8,48.5
"2000",1,6,5,6,5,4,4,3,4,2,1,2,4,5,3,4,5,5,5,6,6,1,5,4,2,2,1,18,65891,"female","HS",0,TRUE,5.6,3.8,4.6,5,5.2,86,30.7,62.8,92.6,74.6
"2001",2,6,4,6,2,4,6,4,3,6,2,4,3,5,5,6,6,6,5,6,3,4,4,5,1,2,3,23,65892,"female","some college",0,TRUE,4.6,3.8,4.2,5.8,4.2,42.2,30.7,48.9,98.5,31.3
"2002",3,5,5,5,4,6,5,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,5,1,2,3,27,65893,"female","some college",0,TRUE,4.6,5.8,6,4.2,5.8,42.2,96.4,98.8,79.4,94.1
"2003",1,6,4,6,6,5,4,5,1,1,6,1,3,4,6,1,1,1,1,4,6,2,4,4,2,2,3,53,65894,"female","some college",0,TRUE,5.6,5.2,4,1.6,4.8,86,82.5,41.9,9.8,57.7
"2004",3,4,5,6,3,3,5,3,1,4,6,6,3,1,2,5,5,6,5,4,3,2,2,6,3,2,3,21,65895,"female","some college",0,TRUE,4.4,4,1.6,5,4,34.5,37.5,1.8,92.6,23.7
"2005",1,5,5,6,5,5,6,4,1,4,1,1,5,6,5,4,4,4,3,2,4,4,6,5,2,2,3,30,65896,"female","some college",0,TRUE,5.4,4.8,5.6,3.4,4.6,78.1,68.3,93,58.2,48.5
"2006",2,5,6,5,5,4,4,6,1,3,4,2,4,3,4,3,4,1,2,1,5,2,4,5,2,1,2,31,65897,"male","finished HS",0,TRUE,5.2,4.8,3.8,2.2,4.8,69.3,68.3,34.9,24.1,57.7
"2007",6,5,6,6,6,6,4,3,5,1,1,1,6,6,5,1,3,2,2,3,6,3,6,5,3,1,3,26,65899,"male","some college",0,TRUE,4.8,4.2,5.8,2.2,5,50.9,44.3,96.2,24.1,66.4
"2008",3,3,5,6,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,3,3,2,3,21,65900,"female","some college",0,TRUE,4.4,3.2,4,4,4.2,34.5,13.8,41.9,74.3,31.3
"2009",1,,,6,5,5,5,5,5,2,5,4,4,5,5,2,1,1,1,2,5,4,4,5,2,1,1,42,65901,"male","HS",2,TRUE,5.4,4.4,3.8,1.4,4.4,78.1,52.1,34.9,6.4,39.5
"2010",4,5,6,6,6,4,5,1,3,4,5,5,4,6,4,2,2,3,4,4,5,6,5,6,1,2,3,27,65902,"female","some college",0,TRUE,5.2,3.4,3.6,3,4.6,69.3,18.6,28.5,47.5,48.5
"2011",4,4,4,5,6,6,6,6,2,4,1,3,3,6,5,5,5,3,3,1,5,5,5,5,1,1,3,27,65903,"male","some college",0,TRUE,4.4,5.2,4.8,3.4,4.6,34.5,82.5,69.8,58.2,48.5
"2012",3,6,6,6,6,6,6,5,1,1,2,1,6,6,6,2,2,2,1,2,5,2,5,2,1,2,3,34,65905,"female","some college",0,TRUE,5.6,5.8,5.8,1.8,4.6,86,96.4,96.2,13.8,48.5
"2013",2,6,6,6,4,3,5,4,3,4,1,3,3,6,4,3,2,4,4,4,3,1,5,4,4,2,3,34,65909,"female","some college",0,TRUE,5.4,3.8,4.6,3.4,4.2,78.1,30.7,62.8,58.2,31.3
"2014",2,5,5,3,5,5,4,5,3,4,2,3,4,4,4,5,4,3,2,5,6,3,5,5,2,2,3,22,65913,"female","some college",0,TRUE,4.6,4.2,4.2,3.8,5,42.2,44.3,48.9,69.1,66.4
"2015",2,6,5,6,6,4,5,5,1,3,1,1,6,5,5,1,2,1,1,1,6,2,5,6,2,1,3,27,65917,"male","some college",0,TRUE,5.6,4.8,5.6,1.2,5.4,86,68.3,93,3.8,82.2
"2016",1,6,6,6,6,2,6,1,6,1,4,4,6,6,6,6,5,6,6,5,6,1,6,6,2,2,2,33,65918,"female","finished HS",0,TRUE,6,3.2,4.8,5.6,5.8,97.6,13.8,69.8,97.6,94.1
"2017",2,5,5,6,6,5,5,5,4,6,2,2,5,6,5,4,5,3,3,4,6,3,3,4,3,2,5,23,65921,"female","graduate degree",0,TRUE,5.4,3.8,5.2,3.8,4.2,78.1,30.7,83.3,69.1,31.3
"2018",,6,5,6,6,,6,5,2,2,5,4,4,6,5,6,6,6,6,6,6,6,6,5,5,2,3,27,65924,"female","some college",2,TRUE,5.6,5.2,4,6,4,86,82.5,41.9,99.5,23.7
"2019",2,5,2,6,2,6,6,6,2,3,5,6,2,1,3,6,6,6,6,6,6,1,5,6,1,2,3,23,65925,"female","some college",0,TRUE,4,5.4,1.8,6,5.8,21.2,88.2,2.7,99.5,94.1
"2020",4,4,4,6,5,6,5,3,1,1,5,1,1,4,6,1,1,1,1,4,6,1,6,1,2,2,3,35,65926,"female","some college",0,TRUE,4.4,5.2,3.8,1.6,4.8,34.5,82.5,34.9,9.8,57.7
"2021",5,5,5,6,5,4,5,3,4,,2,6,3,5,4,4,5,,2,4,4,3,4,,3,2,2,28,65929,"female","finished HS",3,TRUE,4.6,3.8,3.6,3.6,4.2,42.2,30.7,28.5,63.6,31.3
"2022",5,5,5,6,5,4,5,3,4,3,2,6,3,5,4,4,3,3,2,4,4,3,4,3,3,2,2,28,65930,"female","finished HS",0,TRUE,4.6,3.8,3.6,3.2,3.8,42.2,30.7,28.5,53.1,17.3
"2023",1,6,6,6,6,6,3,4,2,5,2,2,3,6,4,3,4,4,3,4,4,4,4,4,3,2,3,29,65932,"female","some college",0,TRUE,6,4,4.6,3.6,3.8,97.6,37.5,62.8,63.6,17.3
"2024",3,4,4,4,4,,4,,3,3,4,4,4,5,4,1,3,3,4,,3,3,3,4,4,2,4,28,65933,"female","college graduate",3,TRUE,4,4.4,3.8,2.8,3.4,21.2,52.1,34.9,41.3,8
"2025",3,4,4,4,4,4,4,4,3,3,4,4,4,5,4,1,3,3,4,1,3,3,3,4,4,2,4,28,65936,"female","college graduate",0,TRUE,4,4,3.8,2.4,3.4,21.2,37.5,34.9,29.6,8
"2026",1,6,6,5,6,6,5,6,1,1,5,5,4,5,6,1,1,1,4,1,6,5,5,5,1,2,4,53,65937,"female","college graduate",0,TRUE,5.8,5.8,3.8,1.6,4.8,92.2,96.4,34.9,9.8,57.7
"2027",5,5,6,6,2,5,5,4,3,4,1,2,5,6,3,3,4,4,3,3,5,4,4,4,4,2,3,47,65938,"female","some college",0,TRUE,4.2,4.2,5,3.4,3.8,27.6,44.3,76.9,58.2,17.3
"2028",2,5,5,6,6,4,6,3,1,2,4,1,3,6,4,2,5,3,1,6,6,1,3,4,2,2,3,31,65940,"female","some college",0,TRUE,5.4,4.8,4.4,3.4,4.8,78.1,68.3,55.8,58.2,57.7
"2029",2,6,6,6,5,5,4,5,3,1,2,2,5,5,5,4,4,4,4,3,6,4,4,4,3,2,1,22,65941,"female","HS",0,TRUE,5.6,4.8,5,3.8,4.2,86,68.3,76.9,69.1,31.3
"2030",2,5,4,4,5,5,2,4,4,4,4,6,2,5,3,3,4,2,4,2,4,2,4,5,3,1,4,45,65942,"male","college graduate",0,TRUE,4.6,3.4,2.8,3,4.4,42.2,18.6,11.6,47.5,39.5
"2031",4,5,5,6,2,3,4,1,4,5,1,2,4,4,,5,6,6,1,5,5,2,4,5,2,2,3,29,65946,"female","some college",1,TRUE,4.2,2.6,4.8,4.6,4.8,27.6,5.1,69.8,87.5,57.7
"2032",1,6,6,6,6,5,6,5,1,1,1,1,6,6,6,2,1,4,6,4,6,4,6,6,3,2,3,48,65948,"female","some college",0,TRUE,6,5.6,6,3.4,5,97.6,92.9,98.8,58.2,66.4
"2033",2,3,6,5,5,3,2,2,3,6,2,5,2,5,3,1,4,1,5,3,6,4,5,6,3,1,4,39,65950,"male","college graduate",0,TRUE,4.8,2.4,3.4,2.8,4.8,50.9,3.5,23.1,41.3,57.7
"2034",5,6,6,6,6,6,6,5,1,1,1,1,6,6,6,1,1,1,2,1,6,1,6,6,1,2,3,33,65951,"female","some college",0,TRUE,5.2,5.8,6,1.2,6,69.3,96.4,98.8,3.8,98.1
"2035",3,5,5,5,5,6,6,2,1,1,2,1,5,6,6,4,4,2,1,1,6,1,6,1,1,1,3,28,65959,"male","some college",0,TRUE,4.8,5.2,5.6,2.4,5,50.9,82.5,93,29.6,66.4
"2036",1,6,4,6,5,4,4,3,1,1,5,4,2,4,4,3,3,1,2,5,5,1,3,5,2,2,3,20,65961,"female","some college",0,TRUE,5.4,4.6,3,2.8,4.8,78.1,60.3,15.1,41.3,57.7
"2037",1,5,5,6,5,,4,2,1,1,3,1,5,6,5,1,1,1,1,2,6,1,5,4,2,2,2,34,65962,"female","finished HS",1,TRUE,5.4,4.6,5.2,1.2,5.2,78.1,60.3,83.3,3.8,74.6
"2038",1,6,5,6,5,4,3,4,5,5,2,5,1,4,2,1,1,1,4,2,4,5,2,5,2,2,4,25,65965,"female","college graduate",0,TRUE,5.6,3,2.8,1.8,3.6,86,9.9,11.6,13.8,12.1
"2039",2,6,6,6,6,5,5,5,4,1,5,4,5,6,5,2,2,4,1,4,1,5,5,6,5,2,3,41,65969,"female","some college",0,TRUE,5.8,4.8,4.2,2.6,3.2,92.2,68.3,48.9,35.3,4.9
"2040",1,5,3,4,5,3,4,4,3,3,,3,4,4,3,3,3,2,3,3,4,4,5,5,3,2,5,26,65971,"female","graduate degree",1,TRUE,4.6,3.8,3.8,2.8,4.2,42.2,30.7,34.9,41.3,31.3
"2041",1,5,4,5,4,5,4,4,2,,4,4,2,5,4,2,3,2,,1,2,4,,5,3,2,3,36,65972,"female","some college",3,TRUE,4.8,4.4,3.4,2.2,3.8,50.9,52.1,23.1,24.1,17.3
"2042",1,5,5,5,5,5,5,4,1,2,3,1,4,5,5,2,2,2,1,3,5,3,5,5,1,2,3,34,65973,"female","some college",0,TRUE,5.2,5,4.8,2,5,69.3,75.8,69.8,18.8,66.4
"2043",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,19,65974,"male","some college",0,TRUE,2,3,3,1,3,0.8,9.9,15.1,1.5,2.8
"2044",1,6,6,6,5,4,4,4,1,2,4,1,5,6,5,3,4,4,3,4,4,2,6,6,2,2,5,31,65976,"female","graduate degree",0,TRUE,5.8,4.6,5,3.6,5.2,92.2,60.3,76.9,63.6,74.6
"2045",1,5,5,6,5,6,5,5,1,1,2,5,2,4,3,4,5,4,2,5,2,4,3,6,3,2,5,29,65977,"female","graduate degree",0,TRUE,5.4,5.6,3.2,4,3.6,78.1,92.9,18.9,74.3,12.1
"2046",2,4,2,5,2,5,5,5,1,4,6,6,2,2,5,3,4,3,5,2,4,4,1,5,2,1,3,35,65981,"male","some college",0,TRUE,3.6,4.8,2.2,3.4,3.6,12.6,68.3,5,58.2,12.1
"2047",3,5,5,6,5,5,5,5,4,2,2,4,4,2,4,4,4,5,4,2,5,4,4,5,2,2,5,20,65986,"female","graduate degree",0,TRUE,5,4.6,3.6,3.8,4.4,60.3,60.3,28.5,69.1,39.5
"2048",5,5,3,5,2,5,6,6,1,2,5,6,4,4,4,5,5,6,5,2,6,1,1,6,6,1,3,35,65987,"male","some college",0,TRUE,3.4,5.6,3,4.6,4,9.7,92.9,15.1,87.5,23.7
"2049",2,6,5,6,5,4,4,4,2,5,5,1,5,5,3,2,2,3,5,1,6,3,5,3,5,1,5,20,65988,"male","graduate degree",0,TRUE,5.4,3.8,4.2,2.6,4,78.1,30.7,48.9,35.3,23.7
"2050",1,4,6,5,4,4,5,4,3,4,2,6,2,2,2,4,5,4,3,3,5,4,6,6,1,2,2,23,65989,"female","finished HS",0,TRUE,5,4,2.4,3.8,5.2,60.3,37.5,6.4,69.1,74.6
"2051",2,5,5,6,5,4,2,4,4,2,1,6,4,6,5,2,4,1,1,2,4,2,4,4,3,2,3,28,65990,"female","some college",0,TRUE,5.2,3.6,4.4,2,4.2,69.3,24.2,55.8,18.8,31.3
"2052",3,5,5,4,5,5,4,5,1,2,2,3,6,5,4,2,2,4,2,2,5,3,4,4,2,1,5,28,65992,"male","graduate degree",0,TRUE,4.6,5,4.8,2.4,4.4,42.2,75.8,69.8,29.6,39.5
"2053",2,3,5,1,5,5,2,3,4,5,6,5,1,2,2,2,2,1,2,1,3,5,2,4,3,1,2,47,65995,"male","finished HS",0,TRUE,3.8,3,1.6,1.6,3,16,9.9,1.8,9.8,2.8
"2054",2,6,3,6,2,6,6,6,1,1,6,6,4,3,1,1,3,3,3,6,3,5,5,2,5,2,5,20,65998,"female","graduate degree",0,TRUE,4.4,6,2,3.2,2.8,34.5,98.9,3.8,53.1,1.6
"2055",2,4,3,3,3,5,4,4,4,5,6,5,2,5,2,2,5,5,4,4,4,2,4,6,2,2,3,16,65999,"female","some college",0,TRUE,3.6,3.6,2.4,4,4.8,12.6,24.2,6.4,74.3,57.7
"2056",1,6,6,6,5,5,5,4,1,2,1,2,5,6,5,2,2,2,2,2,5,2,5,4,2,2,3,25,66000,"female","some college",0,TRUE,5.8,5,5.4,2,4.8,92.2,75.8,88.7,18.8,57.7
"2057",5,5,4,6,5,6,6,5,5,3,1,4,5,6,6,4,,4,3,3,6,5,5,6,4,2,3,27,66001,"female","some college",1,TRUE,4.4,4.6,5.2,3.6,4.4,34.5,60.3,83.3,63.6,39.5
"2058",1,6,6,6,5,6,5,5,1,1,1,5,5,6,6,1,1,2,2,1,6,2,5,5,2,2,3,50,66002,"female","some college",0,TRUE,5.8,5.6,5,1.4,5.2,92.2,92.9,76.9,6.4,74.6
"2059",5,6,6,6,6,6,5,6,1,3,1,1,6,6,5,1,2,3,1,1,5,2,6,4,2,1,3,38,66003,"male","some college",0,TRUE,5.2,5.4,5.8,1.6,5,69.3,88.2,96.2,9.8,66.4
"2060",1,5,6,6,5,6,6,5,1,1,2,4,5,6,6,4,5,4,4,2,6,2,5,5,3,2,3,36,66004,"female","some college",0,TRUE,5.6,5.8,5,3.8,5,86,96.4,76.9,69.1,66.4
"2061",2,5,1,6,6,6,6,5,1,2,1,1,6,6,6,1,2,1,1,1,6,1,5,6,1,1,4,55,66006,"male","college graduate",0,TRUE,4.6,5.6,6,1.2,5.8,42.2,92.9,98.8,3.8,94.1
"2062",1,6,4,6,6,6,6,6,1,4,1,4,4,6,4,5,4,4,4,3,6,2,3,5,4,2,3,19,66007,"female","some college",0,TRUE,5.6,5.4,4.6,4,4.4,86,88.2,62.8,74.3,39.5
"2063",2,5,5,6,6,6,4,5,3,1,1,3,5,6,5,4,5,5,3,1,4,5,5,5,5,2,2,41,66013,"female","finished HS",0,TRUE,5.4,5,5.2,3.6,3.6,78.1,75.8,83.3,63.6,12.1
"2064",4,4,1,6,3,5,6,5,3,1,,2,4,5,4,3,4,5,6,4,6,3,4,6,3,2,1,29,66014,"female","HS",1,TRUE,3.4,5.2,4.4,4.4,4.8,9.7,82.5,55.8,83.8,57.7
"2065",3,5,5,5,3,5,5,6,2,2,4,4,4,3,5,5,4,4,4,4,5,4,3,4,4,2,3,26,66015,"female","some college",0,TRUE,4.4,5.2,3.6,4.2,3.6,34.5,82.5,28.5,79.4,12.1
"2066",2,4,6,4,6,5,4,6,3,4,4,2,5,5,4,5,5,5,3,3,4,6,4,4,4,2,3,40,66016,"female","some college",0,TRUE,5,4.4,4.4,4.2,3.2,60.3,52.1,55.8,79.4,4.9
"2067",6,1,6,6,5,4,1,1,4,4,1,1,6,6,6,6,4,3,4,1,6,1,6,5,1,1,3,40,66017,"male","some college",0,TRUE,3.8,2.4,6,3.6,5.8,16,3.5,98.8,63.6,94.1
"2068",2,5,5,4,5,5,6,4,1,4,1,4,4,5,5,2,2,2,2,1,4,2,5,5,2,2,2,52,66022,"female","finished HS",0,TRUE,4.8,4.8,4.6,1.8,4.8,50.9,68.3,62.8,13.8,57.7
"2069",4,5,4,5,5,4,3,5,4,5,1,3,4,6,4,2,4,2,1,4,3,4,4,5,2,1,3,35,66024,"male","some college",0,TRUE,4.4,3.4,4.8,2.6,4,34.5,18.6,69.8,35.3,23.7
"2070",2,6,6,6,,5,5,5,3,1,1,1,5,6,6,2,4,3,1,2,5,1,6,4,2,2,3,22,66032,"female","some college",1,TRUE,5.6,5,5.8,2.4,5.2,86,75.8,96.2,29.6,74.6
"2071",2,6,6,6,1,5,6,6,1,4,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1,2,5,33,66034,"female","graduate degree",0,TRUE,4.8,5.2,6,3.2,6,50.9,82.5,98.8,53.1,98.1
"2072",3,4,3,6,3,4,4,4,2,1,5,4,2,3,3,3,3,3,4,4,3,1,3,3,4,1,1,46,66037,"male","HS",0,TRUE,4,4.6,2.6,3.4,3.6,21.2,60.3,8.6,58.2,12.1
"2073",2,5,4,4,5,5,6,5,3,4,2,4,5,3,6,2,3,2,4,4,6,2,4,6,1,2,,16,66039,"female",,2,TRUE,4.6,4.6,4.4,3,5.4,42.2,60.3,55.8,47.5,82.2
"2074",2,5,5,3,4,4,5,6,1,1,2,2,3,3,4,3,4,2,4,1,3,2,4,5,3,2,5,31,66042,"female","graduate degree",0,TRUE,4.4,5.4,4,2.8,4.2,34.5,88.2,41.9,41.3,31.3
"2075",4,6,6,6,6,4,2,2,4,3,5,1,5,6,6,5,6,4,2,5,6,4,5,5,1,2,3,30,66045,"female","some college",0,TRUE,5.4,3,5,4.4,5,78.1,9.9,76.9,83.8,66.4
"2076",1,6,6,6,6,5,5,4,2,1,2,2,4,5,5,1,1,1,4,6,6,1,6,6,3,2,3,37,66047,"female","some college",0,TRUE,6,5,4.8,2.6,5.6,97.6,75.8,69.8,35.3,88.9
"2077",2,4,4,5,4,4,5,2,4,3,6,5,4,1,5,4,3,5,4,4,6,3,4,6,4,2,4,48,66049,"female","college graduate",0,TRUE,4.4,3.6,2.6,4,4.6,34.5,24.2,8.6,74.3,48.5
"2078",1,6,6,6,6,6,6,5,1,1,1,4,5,6,6,1,1,1,2,4,6,4,5,5,5,2,3,30,66050,"female","some college",0,TRUE,6,5.8,5.2,1.8,4.2,97.6,96.4,83.3,13.8,31.3
"2079",2,5,5,2,4,5,6,5,2,4,3,4,5,5,3,5,4,6,2,4,5,4,6,6,2,2,1,17,66053,"female","HS",0,TRUE,4.2,4.8,4,4.2,5,27.6,68.3,41.9,79.4,66.4
"2080",5,2,6,4,6,4,3,4,4,5,1,2,4,6,5,5,5,4,2,3,3,5,5,3,4,2,3,31,66057,"female","some college",0,TRUE,4,3.2,5.2,3.8,3.2,21.2,13.8,83.3,69.1,4.9
"2081",3,6,4,6,5,6,5,4,2,1,1,1,4,5,5,1,3,2,2,2,3,1,4,6,3,2,3,20,66058,"female","some college",0,TRUE,5,5.2,5.2,2,4.6,60.3,82.5,83.3,18.8,48.5
"2082",1,6,6,6,6,6,5,4,5,4,2,5,5,2,1,6,5,5,5,6,6,2,5,6,2,2,3,32,66060,"female","some college",0,TRUE,6,4,3,5.4,5.4,97.6,37.5,15.1,96.4,82.2
"2083",1,6,5,6,4,6,6,6,4,2,5,4,4,5,5,3,2,4,4,5,4,2,3,5,2,2,3,18,66061,"female","some college",0,TRUE,5.4,5.2,3.8,3.6,4.4,78.1,82.5,34.9,63.6,39.5
"2084",2,5,5,5,4,3,5,5,3,2,5,2,4,3,5,3,3,3,4,2,4,3,3,5,4,2,3,27,66062,"female","some college",0,TRUE,4.8,4.4,3.8,3,3.8,50.9,52.1,34.9,47.5,17.3
"2085",2,6,5,6,6,5,6,6,1,6,6,5,1,2,1,1,1,5,5,4,3,6,5,6,1,1,3,23,66063,"male","some college",0,TRUE,5.6,4.8,1.4,3.2,4.2,86,68.3,1.1,53.1,31.3
"2086",1,5,1,5,5,6,5,5,3,6,1,6,1,3,6,5,2,6,6,2,5,1,4,5,2,2,3,36,66064,"female","some college",0,TRUE,4.4,4.2,3.4,4.2,5,34.5,44.3,23.1,79.4,66.4
"2087",5,1,3,5,2,6,4,4,6,1,5,1,3,5,3,3,5,4,6,6,3,3,2,5,2,1,5,21,66065,"male","graduate degree",0,TRUE,2.6,4.2,3.8,4.8,3.8,2.9,44.3,34.9,90.3,17.3
"2088",1,6,6,6,6,3,6,6,1,2,3,1,5,6,6,1,3,2,5,4,5,3,6,6,3,2,3,19,66067,"female","some college",0,TRUE,6,5.2,5.4,3,5,97.6,82.5,88.7,47.5,66.4
"2089",3,5,6,5,6,5,,6,5,3,2,2,3,2,6,5,5,5,4,,3,1,6,4,1,2,1,34,66068,"female","HS",2,TRUE,5.2,4.4,4.2,4.4,5,69.3,52.1,48.9,83.8,66.4
"2090",1,6,6,6,6,6,6,5,1,1,1,1,5,5,6,1,1,1,5,1,6,1,5,6,1,2,5,50,66070,"female","graduate degree",0,TRUE,6,5.8,5.6,1.8,5.8,97.6,96.4,93,13.8,94.1
"2091",4,4,2,2,2,5,6,1,4,6,4,2,2,5,5,4,4,6,5,5,5,1,5,5,2,1,3,20,66071,"male","some college",0,TRUE,2.6,3.2,4,4.8,5.2,2.9,13.8,41.9,90.3,74.6
"2092",4,6,5,5,4,5,6,1,5,5,5,3,4,4,6,6,6,6,6,6,5,1,6,5,3,2,2,35,66072,"female","finished HS",0,TRUE,4.6,3.2,4,6,5.2,42.2,13.8,41.9,99.5,74.6
"2093",5,5,5,6,5,5,5,4,4,4,5,5,5,4,4,4,4,5,4,5,4,3,4,5,5,1,3,21,66077,"male","some college",0,TRUE,4.6,4,3.4,4.4,3.8,42.2,37.5,23.1,83.8,17.3
"2094",2,5,6,6,5,6,5,6,2,3,5,4,5,5,4,4,4,5,2,6,6,1,3,5,2,2,,17,66080,"female",,2,TRUE,5.4,5.2,3.8,4.2,5,78.1,82.5,34.9,79.4,66.4
"2095",5,4,2,3,4,5,6,5,2,1,4,5,2,2,6,4,5,6,4,4,6,1,5,6,2,2,3,20,66081,"female","some college",0,TRUE,3,5.4,3,4.6,5.6,5.7,88.2,15.1,87.5,88.9
"2096",1,6,6,6,5,6,5,6,1,1,4,1,4,5,6,1,2,2,3,1,5,2,6,6,2,2,2,42,66082,"female","finished HS",0,TRUE,5.8,5.8,4.8,1.8,5.4,92.2,96.4,69.8,13.8,82.2
"2097",1,6,6,6,6,6,2,5,2,1,1,1,5,6,5,2,2,4,1,4,6,1,6,6,2,2,5,24,66083,"female","graduate degree",0,TRUE,6,4.8,5.6,2.6,5.8,97.6,68.3,93,35.3,94.1
"2098",2,5,4,2,5,1,1,3,4,5,2,4,2,2,4,3,2,1,3,2,5,4,4,5,2,2,5,52,66086,"female","graduate degree",0,TRUE,4.2,2,3.2,2.2,4.4,27.6,1.5,18.9,24.1,39.5
"2099",1,6,6,6,6,5,,6,4,4,5,4,5,6,5,5,4,5,5,5,6,6,6,6,1,1,2,58,66088,"male","finished HS",1,TRUE,6,4.4,4.2,4.8,5,97.6,52.1,48.9,90.3,66.4
